goodsId,goodsSn,productNo,goodsName,goodsImg,shopId,goodsType,marketPrice,shopPrice,warnStock,goodsStock,goodsUnit,goodsTips,isSale,isBest,isHot,isNew,isRecom,goodsCatIdPath,goodsCatId,shopCatId1,shopCatId2,brandId,goodsDesc,goodsStatus,saleNum,saleTime,visitNum,appraiseNum,isSpec,gallery,goodsSeoKeywords,illegalRemarks,dataFlag,createTime,isFreeShipping,goodsSerachKeywords,modifyTime
"115477","6774543","6774543","斯沃琪SUOZ147","https://item.jd.com/6774543.html","100277","0","0.00","650.00","0","0","个",\N,"1","0","0","0","0",\N,"10367","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115478","6784955","6784955","欧普欧普照明","https://item.jd.com/6784955.html","100200","0","0.00","149.00","0","0","个",\N,"1","0","0","0","0",\N,"10301","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115479","6790822","6790822","科沃斯地宝DN33","https://item.jd.com/6790822.html","100140","0","0.00","2599.00","0","0","个",\N,"1","0","0","0","0",\N,"10329","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115480","6793982","6793982","丽洁一次性使用F12号硅胶吸痰管","https://item.jd.com/6793982.html","105278","0","0.00","125.00","0","0","个",\N,"1","0","0","0","0",\N,"10319","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115481","6799067","6799067","耐克AA2168","https://item.jd.com/6799067.html","100130","0","0.00","698.00","0","0","个",\N,"1","0","0","0","0",\N,"10277","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115482","6799423","6799423","耐克898485-001","https://item.jd.com/6799423.html","100130","0","0.00","748.00","0","0","个",\N,"1","0","0","0","0",\N,"10411","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115483","682655","682655","得力7938","https://item.jd.com/682655.html","100135","0","0.00","12.00","0","0","个",\N,"1","0","0","0","0",\N,"10348","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115484","6828882","6828882","雷神911DinoX8","https://item.jd.com/6828882.html","100302","0","0.00","13899.00","0","0","个",\N,"1","0","0","0","0",\N,"10361","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115485","6841369","6841369","漫步者W860NB","https://item.jd.com/6841369.html","100274","0","0.00","899.00","0","0","个",\N,"1","0","0","0","0",\N,"10395","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115486","6843155","6843155","宏碁墨舞TX420","https://item.jd.com/6843155.html","100093","0","0.00","3999.00","0","0","个",\N,"1","0","0","0","0",\N,"10380","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115487","6843161","6843161","宏碁墨舞TX520","https://item.jd.com/6843161.html","100094","0","0.00","4799.00","0","0","个",\N,"1","0","0","0","0",\N,"10380","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115488","6856936","6856936","多美忆PK01","https://item.jd.com/6856936.html","105279","0","0.00","7.90","0","0","个",\N,"1","0","0","0","0",\N,"10398","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115489","6884964","6884964","佳明010-03717-6Z","https://item.jd.com/6884964.html","100316","0","0.00","1380.00","0","0","个",\N,"1","0","0","0","0",\N,"10327","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115490","6902044","6902044","莫森MUC900","https://item.jd.com/6902044.html","100203","0","0.00","899.00","0","0","个",\N,"1","0","0","0","0",\N,"10320","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115491","6902058","6902058","莫森MUC910","https://item.jd.com/6902058.html","100203","0","0.00","1399.00","0","0","个",\N,"1","0","0","0","0",\N,"10320","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115492","6916811","6916811","雅马哈PACIFICA112JRM","https://item.jd.com/6916811.html","100174","0","0.00","1980.00","0","0","个",\N,"1","0","0","0","0",\N,"10302","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115493","6929776","6929776","拉维斯米维斯S41寸单板原木色","https://item.jd.com/6929776.html","105280","0","0.00","699.00","0","0","个",\N,"1","0","0","0","0",\N,"10302","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115494","6947418","6947418","麻麻康润滑剂","https://item.jd.com/6947418.html","100072","0","0.00","39.00","0","0","个",\N,"1","0","0","0","0",\N,"10365","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115495","6949477","6949477","小米MIX2S","https://item.jd.com/6949477.html","100204","0","0.00","2099.00","0","0","个",\N,"1","0","0","0","0",\N,"351","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115496","6952191","6952191","杰诺JN-503-35L","https://item.jd.com/6952191.html","100237","0","0.00","1499.00","0","0","个",\N,"1","0","0","0","0",\N,"10304","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
"115497","697516","697516","天梭石英女表","https://item.jd.com/697516.html","100158","0","0.00","2300.00","0","0","个",\N,"1","0","0","0","0",\N,"10367","0","0","0","","0","0","2020-09-09 15:38:59","0","0","0",\N,\N,\N,"1","2020-09-09 15:38:59","0",\N,"2020-09-09 15:38:59"
